ID,Unique_Reference,Price,Date,Postcode,House_Type,Status_N,Tenure_Type,House_Number,Flat_Number,Street_Name,Area,City,Region,County,A,A.1,Quarter,Education_Growth_Rate,Bank_Growth_Rate,GDP_Growth_Rate
3793777,{1775CCF7-F54A-38BA-E063-4704A8C05A7C},390000,2024-01-31 00:00,UB3 2QJ,T,N,F,27,,CRANMER ROAD,,HAYES,HILLINGDON,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3793778,{1775CCF7-F54B-38BA-E063-4704A8C05A7C},320000,2024-03-27 00:00,TW1 3EJ,S,N,F,39,,CROWN ROAD,ST MARGARETS,TWICKENHAM,RICHMOND UPON THAMES,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3793779,{1775CCF7-F54D-38BA-E063-4704A8C05A7C},480000,2024-01-18 00:00,HA0 2SZ,O,N,F,142,,MAYBANK AVENUE,,WEMBLEY,BRENT,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3793780,{1775CCF7-F54E-38BA-E063-4704A8C05A7C},420000,2024-03-13 00:00,N21 2PB,S,N,F,949,,GREEN LANES,,LONDON,ENFIELD,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3793781,{1775CCF7-F554-38BA-E063-4704A8C05A7C},920000,2024-01-18 00:00,HA8 7SG,S,N,F,11,,HILLERSDON AVENUE,,EDGWARE,BARNET,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3793782,{1775CCF7-F689-38BA-E063-4704A8C05A7C},475000,2024-04-12 00:00,NW6 3RU,F,N,L,84,SECOND FLOOR FLAT,COMPAYNE GARDENS,,LONDON,CAMDEN,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3793783,{1775CCF7-F68F-38BA-E063-4704A8C05A7C},310000,2024-04-09 00:00,NW6 1XN,F,N,L,251A,FLAT A,WEST END LANE,,LONDON,CAMDEN,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3793784,{1775CCF7-F692-38BA-E063-4704A8C05A7C},360000,2024-04-09 00:00,NW2 4DF,O,N,L,AVONHURST HOUSE,FLAT 6,COVERDALE ROAD,,LONDON,BRENT,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3793785,{1775CCF7-F693-38BA-E063-4704A8C05A7C},350000,2024-03-01 00:00,NW1 6ES,F,N,L,10,,LINHOPE STREET,,LONDON,CITY OF WESTMINSTER,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3793786,{1775CCF7-F695-38BA-E063-4704A8C05A7C},280000,2024-03-20 00:00,HA8 7TD,F,N,L,29,,STONEGROVE GARDENS,,EDGWARE,HARROW,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3793787,{1775CCF7-F696-38BA-E063-4704A8C05A7C},320000,2024-03-26 00:00,HA9 8XB,F,N,L,31,,ESKDALE CLOSE,,WEMBLEY,BRENT,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3793788,{1775CCF7-F697-38BA-E063-4704A8C05A7C},460000,2024-04-16 00:00,NW1 9JX,O,N,L,68 - 74,UNIT 5,ROCHESTER PLACE,,LONDON,CAMDEN,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3793789,{1775CCF7-F69C-38BA-E063-4704A8C05A7C},450000,2024-04-12 00:00,N1 0JJ,F,N,L,MOLTON HOUSE,FLAT 15,CHARLOTTE TERRACE,,LONDON,ISLINGTON,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3793790,{1775CCF7-F6A0-38BA-E063-4704A8C05A7C},485000,2024-03-08 00:00,RM11 1AH,S,N,F,57,,CRAIGDALE ROAD,,HORNCHURCH,HAVERING,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3793791,{1775CCF7-F6A2-38BA-E063-4704A8C05A7C},10000000,2024-02-09 00:00,W1B 5NE,O,N,F,21 - 22,,WARWICK STREET,,LONDON,CITY OF WESTMINSTER,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3793792,{1775CCF7-F6A3-38BA-E063-4704A8C05A7C},960000,2024-04-05 00:00,NW8 9LU,F,N,L,"GROVE END GARDENS, 33",FLAT 255,GROVE END ROAD,,LONDON,CITY OF WESTMINSTER,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3793793,{1775CCF7-F6A5-38BA-E063-4704A8C05A7C},970000,2024-02-23 00:00,W10 4HZ,T,N,F,110,,KILRAVOCK STREET,,LONDON,CITY OF WESTMINSTER,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3793794,{1775CCF7-F6A6-38BA-E063-4704A8C05A7C},485000,2024-03-27 00:00,NW2 6HG,F,N,L,NEVILLES COURT,FLAT 8,DOLLIS HILL LANE,,LONDON,BRENT,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3793795,{1775CCF7-F6A8-38BA-E063-4704A8C05A7C},425000,2024-01-09 00:00,NW6 5SX,F,N,L,CANTERBURY COURT,FLAT 23,GOREFIELD PLACE,,LONDON,BRENT,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3793796,{1775CCF7-F6A9-38BA-E063-4704A8C05A7C},560000,2024-04-08 00:00,NW1 1LR,F,N,L,SEYMOUR HOUSE,FLAT 24,CHURCHWAY,,LONDON,CAMDEN,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3793797,{1775CCF7-F6AA-38BA-E063-4704A8C05A7C},257500,2024-03-25 00:00,W10 4AE,F,N,L,13A,,KILBURN LANE,,LONDON,BRENT,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3793798,{1775CCF7-F6AB-38BA-E063-4704A8C05A7C},275000,2024-03-28 00:00,W2 1EU,F,N,L,CAMBRIDGE COURT,FLAT 38,SUSSEX GARDENS,,LONDON,CITY OF WESTMINSTER,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3793799,{1775CCF7-F6AE-38BA-E063-4704A8C05A7C},362500,2024-03-28 00:00,RM14 2NR,S,N,F,36,,DERBY AVENUE,,UPMINSTER,HAVERING,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3793800,{1775CCF7-F6B1-38BA-E063-4704A8C05A7C},347000,2024-03-22 00:00,HA2 0HA,F,N,L,KEATS HOUSE,11,COTTAGE CLOSE,,HARROW,HARROW,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3793801,{1775CCF7-F6B4-38BA-E063-4704A8C05A7C},480000,2024-04-17 00:00,WC1X 9JD,F,N,L,26,FLAT 1,BRITANNIA STREET,,LONDON,CAMDEN,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3793802,{1775CCF7-F6B5-38BA-E063-4704A8C05A7C},950000,2024-04-09 00:00,W9 1TJ,F,N,L,"RODNEY COURT, 6 - 8",64,MAIDA VALE,,LONDON,CITY OF WESTMINSTER,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3793803,{1775CCF7-F6B8-38BA-E063-4704A8C05A7C},13585863,2024-03-26 00:00,W1K 1DJ,O,N,F,32,,SOUTH STREET,,LONDON,CITY OF WESTMINSTER,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3793804,{1775CCF7-F6B9-38BA-E063-4704A8C05A7C},430000,2024-03-28 00:00,EC1V 4JA,O,N,L,115,,ST JOHN STREET,,LONDON,ISLINGTON,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3793805,{1775CCF7-F6BA-38BA-E063-4704A8C05A7C},385000,2024-01-03 00:00,IG6 2JX,T,N,F,28,,FENCEPIECE ROAD,,ILFORD,REDBRIDGE,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3793806,{1775CCF7-F6BE-38BA-E063-4704A8C05A7C},315000,2024-04-01 00:00,W2 4QW,F,N,L,QUEENS COURT,FLAT 33,QUEENSWAY,,LONDON,CITY OF WESTMINSTER,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3793807,{1775CCF7-F6BF-38BA-E063-4704A8C05A7C},1169915,2024-01-09 00:00,W1U 4HB,F,N,L,30,SECOND AND THIRD FLOOR MAISONETTE,PADDINGTON STREET,,LONDON,CITY OF WESTMINSTER,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3793808,{1775CCF7-F6C0-38BA-E063-4704A8C05A7C},410000,2024-01-26 00:00,W1W 6TL,F,N,L,"SEYMOUR HOUSE, 19",FLAT 3,HANSON STREET,,LONDON,CITY OF WESTMINSTER,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3793809,{1775CCF7-F6C3-38BA-E063-4704A8C05A7C},424150,2024-03-08 00:00,W1H 2HR,F,N,L,102,FLAT 1,CRAWFORD STREET,,LONDON,CITY OF WESTMINSTER,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3793810,{1775CCF7-F6C7-38BA-E063-4704A8C05A7C},11500000,2024-03-14 00:00,W1W 6AB,O,N,F,"BENTINCK HOUSE, 3 - 8",,BOLSOVER STREET,,LONDON,CITY OF WESTMINSTER,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3793811,{1775CCF7-F6C9-38BA-E063-4704A8C05A7C},595000,2024-04-01 00:00,W2 5RF,F,N,L,HATHERLEY COURT,87,HATHERLEY GROVE,,LONDON,CITY OF WESTMINSTER,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3793812,{1775CCF7-F6CA-38BA-E063-4704A8C05A7C},525000,2024-02-20 00:00,UB6 7NN,S,N,F,98,,HORSENDEN LANE SOUTH,PERIVALE,GREENFORD,EALING,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3793813,{1C3E72FE-6B01-F410-E063-4804A8C0DFA6},490000,2024-06-12 00:00,SW3 5PN,F,N,L,16,,CHELSEA TOWERS,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3793814,{1C3E72FE-6B02-F410-E063-4804A8C0DFA6},227000,2024-06-06 00:00,UB10 0AH,F,N,L,29,,TURNPIKE LANE,,UXBRIDGE,HILLINGDON,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3793815,{1C3E72FE-6B03-F410-E063-4804A8C0DFA6},380000,2024-03-01 00:00,UB6 8XG,F,N,L,16,,LEGION ROAD,,GREENFORD,EALING,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3793816,{1C3E72FE-6B04-F410-E063-4804A8C0DFA6},300000,2024-02-15 00:00,W4 5NN,F,N,L,32,FLAT D,COPENHAGEN GARDENS,,LONDON,EALING,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3793817,{1C3E72FE-6B06-F410-E063-4804A8C0DFA6},6100000,2024-05-28 00:00,W8 7HS,F,N,L,CAMPDEN HILL COURT,34,CAMPDEN HILL ROAD,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3793818,{1C3E72FE-6B08-F410-E063-4804A8C0DFA6},550000,2024-03-07 00:00,EN4 8AP,T,N,F,32,,LANCASTER ROAD,,BARNET,BARNET,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3793819,{1C3E72FE-6B09-F410-E063-4804A8C0DFA6},517500,2024-05-30 00:00,EC2Y 8DE,F,N,L,BRYER COURT,FLAT 108,BARBICAN,,LONDON,CITY OF LONDON,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3793820,{1C3E72FE-6B0A-F410-E063-4804A8C0DFA6},335000,2024-05-31 00:00,TW5 0SL,F,N,L,WESTBOURNE HOUSE,FLAT 37,WHEATLANDS,,HOUNSLOW,HOUNSLOW,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3793821,{1C3E72FE-6B0B-F410-E063-4804A8C0DFA6},485000,2024-05-01 00:00,W7 1JF,T,N,F,80,,HARP ROAD,,LONDON,EALING,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3793822,{1C3E72FE-6B0C-F410-E063-4804A8C0DFA6},470000,2024-05-31 00:00,N12 0QH,T,N,F,183,,SUMMERS LANE,,LONDON,BARNET,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3793823,{1C3E72FE-6B0D-F410-E063-4804A8C0DFA6},1260000,2024-05-30 00:00,NW3 6UG,F,N,L,73,"FIRST, SECOND AND THIRD FLOOR FLAT",HEATH STREET,,LONDON,CAMDEN,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3793824,{1C3E72FE-6B0E-F410-E063-4804A8C0DFA6},770000,2024-06-10 00:00,NW1 0HY,F,N,L,110B,,CAMDEN STREET,,LONDON,CAMDEN,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3793825,{1C3E72FE-6B0F-F410-E063-4804A8C0DFA6},1060000,2024-05-16 00:00,N7 8RN,T,N,F,19,,BRIDE STREET,,LONDON,ISLINGTON,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3793826,{1C3E72FE-6B10-F410-E063-4804A8C0DFA6},500000,2024-02-16 00:00,RM14 1LW,S,N,F,355,,FRONT LANE,,UPMINSTER,HAVERING,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3793827,{1C3E72FE-6B11-F410-E063-4804A8C0DFA6},445000,2024-01-22 00:00,WC1H 9DL,F,N,L,QUEEN ALEXANDRA MANSIONS,FLAT 154,BIDBOROUGH STREET,,LONDON,CAMDEN,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3793828,{1C3E72FE-6B12-F410-E063-4804A8C0DFA6},600000,2024-02-23 00:00,SW6 3LY,F,N,L,7,FLAT 1,FOSKETT ROAD,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3793829,{1C3E72FE-6B13-F410-E063-4804A8C0DFA6},318000,2024-05-24 00:00,W14 9NB,F,N,L,28,,GIBBS GREEN,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3793830,{1C3E72FE-6B14-F410-E063-4804A8C0DFA6},1810000,2024-06-18 00:00,NW11 7XY,T,N,F,104,,HAMPSTEAD WAY,,LONDON,BARNET,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3793831,{1C3E72FE-6B15-F410-E063-4804A8C0DFA6},450000,2024-05-22 00:00,EN5 2RF,T,N,F,94,,CHESTERFIELD ROAD,,BARNET,BARNET,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3793832,{1C3E72FE-6B16-F410-E063-4804A8C0DFA6},704764,2024-06-18 00:00,SW6 2EQ,T,N,F,12,,GWYN CLOSE,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3793833,{1C3E72FE-6B17-F410-E063-4804A8C0DFA6},910000,2024-05-20 00:00,SW6 4EL,T,N,L,1,,MUSTOW PLACE,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3793834,{1C3E72FE-6B19-F410-E063-4804A8C0DFA6},1150000,2024-01-26 00:00,SW6 6SE,F,N,L,"BRANDON HOUSE, 13",SUITE 2,WYFOLD ROAD,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3793835,{1C3E72FE-6B1A-F410-E063-4804A8C0DFA6},80000,2024-06-04 00:00,HA2 9TJ,F,N,L,MACMILLAN COURT,28,RAYNERS LANE,,HARROW,HARROW,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3793836,{1C3E72FE-6B1B-F410-E063-4804A8C0DFA6},475000,2024-05-14 00:00,SW10 9TY,F,N,L,437,FLAT 14,FULHAM ROAD,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3793837,{1C3E72FE-6B1C-F410-E063-4804A8C0DFA6},445000,2024-02-23 00:00,EC2Y 8NE,F,N,L,JOHN TRUNDLE COURT,FLAT 81,BARBICAN,,LONDON,CITY OF LONDON,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3793838,{1C3E72FE-6B1D-F410-E063-4804A8C0DFA6},1195000,2024-06-05 00:00,SW6 3SQ,F,N,L,HURLINGHAM COURT,FLAT 46,RANELAGH GARDENS,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3793839,{1C3E72FE-6B1E-F410-E063-4804A8C0DFA6},504045,2024-02-05 00:00,EN5 3BW,T,N,F,21,,QUINTA DRIVE,,BARNET,BARNET,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3793840,{1C3E72FE-6B1F-F410-E063-4804A8C0DFA6},2250000,2024-03-26 00:00,SW5 9DQ,F,N,L,32,FLAT 1,EARLS COURT SQUARE,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3793841,{1C3E72FE-6B20-F410-E063-4804A8C0DFA6},600000,2024-04-19 00:00,NW6 3AE,F,N,L,ACOL COURT,FLAT 8,ACOL ROAD,,LONDON,CAMDEN,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3793842,{1C3E72FE-6B21-F410-E063-4804A8C0DFA6},413000,2024-05-01 00:00,TW14 9DG,S,N,F,10,,HOUNSLOW ROAD,,FELTHAM,HOUNSLOW,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3793843,{1C3E72FE-6B22-F410-E063-4804A8C0DFA6},357000,2024-02-20 00:00,EN1 4AG,F,N,L,86,,MYDDELTON AVENUE,,ENFIELD,ENFIELD,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3793844,{1C3E72FE-6B25-F410-E063-4804A8C0DFA6},3875000,2024-06-14 00:00,SW7 1BN,F,N,L,2,,RUTLAND COURT,,LONDON,CITY OF WESTMINSTER,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3793845,{1C3E72FE-6596-F410-E063-4804A8C0DFA6},382000,2024-06-03 00:00,N9 8PR,T,N,F,13,,BRIERLEY AVENUE,,LONDON,ENFIELD,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3793846,{1C3E72FE-6597-F410-E063-4804A8C0DFA6},596000,2024-04-11 00:00,HA8 6TA,S,N,F,13,,HOWBERRY CLOSE,,EDGWARE,HARROW,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3793847,{1C3E72FE-6598-F410-E063-4804A8C0DFA6},480000,2024-02-26 00:00,UB5 4JL,T,N,F,64,,WOOD END LANE,,NORTHOLT,EALING,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3793848,{1C3E72FE-6599-F410-E063-4804A8C0DFA6},1100000,2024-02-12 00:00,W4 1RT,T,N,F,2,,CASTLE PLACE,,LONDON,HOUNSLOW,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3793849,{1C3E72FE-659A-F410-E063-4804A8C0DFA6},636000,2024-06-13 00:00,W7 1DG,T,N,F,17,,NIGHTINGALE ROAD,,LONDON,EALING,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3793850,{1C3E72FE-659B-F410-E063-4804A8C0DFA6},1790000,2024-05-20 00:00,W13 9LP,D,N,F,51,,RATHGAR AVENUE,,LONDON,EALING,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3793851,{1C3E72FE-659C-F410-E063-4804A8C0DFA6},570000,2024-05-30 00:00,HA2 8TZ,T,N,F,101,,SOMERVELL ROAD,,HARROW,HARROW,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3793852,{1C3E72FE-659D-F410-E063-4804A8C0DFA6},410000,2024-01-26 00:00,N9 7AJ,T,N,F,18,,KINGSTON ROAD,,LONDON,ENFIELD,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3793853,{1C3E72FE-659E-F410-E063-4804A8C0DFA6},1600000,2024-05-28 00:00,HA5 3BY,D,N,F,91,,PAINES LANE,,PINNER,HARROW,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3793854,{2ACACE8D-9A9C-295E-E063-4804A8C0B0EB},337000,2024-12-02 00:00,BR5 3EB,S,N,F,6,,LULLINGSTONE CRESCENT,,ORPINGTON,BROMLEY,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3793855,{2ACACE8D-9A9E-295E-E063-4804A8C0B0EB},100000,2024-11-07 00:00,SE19 2RN,F,N,L,"OSPREY HOUSE, 26",FLAT 4,MOWBRAY ROAD,,LONDON,CROYDON,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3793856,{2ACACE8D-9A9F-295E-E063-4804A8C0B0EB},333000,2024-12-16 00:00,SE20 7DT,T,N,F,113A,,HIGH STREET,,LONDON,BROMLEY,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3793857,{2ACACE8D-9AA0-295E-E063-4804A8C0B0EB},750000,2024-11-15 00:00,SE19 3HY,S,N,F,54A,,BIGGIN HILL,,LONDON,CROYDON,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3793858,{2ACACE8D-9AA1-295E-E063-4804A8C0B0EB},440000,2024-12-16 00:00,CR4 3JS,T,N,F,19,,ROSE AVENUE,,MITCHAM,MERTON,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3793859,{2ACACE8D-9AA2-295E-E063-4804A8C0B0EB},220000,2024-11-28 00:00,DA17 5BZ,F,N,L,129,,CLIVE ROAD,,BELVEDERE,BEXLEY,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3793860,{2ACACE8D-9AA4-295E-E063-4804A8C0B0EB},176000,2024-12-09 00:00,DA5 1EY,F,N,L,99,,WOODSIDE LANE,,BEXLEY,BEXLEY,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3793861,{2ACACE8D-9AA5-295E-E063-4804A8C0B0EB},2200000,2024-03-08 00:00,BR3 6PJ,D,N,F,8,,OAKWOOD AVENUE,,BECKENHAM,BROMLEY,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3793862,{2ACACE8D-9AA6-295E-E063-4804A8C0B0EB},140000,2024-08-15 00:00,BR1 3AX,F,N,L,"WESTLAND LODGE, 159A",FLAT 3,WIDMORE ROAD,,BROMLEY,BROMLEY,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3793863,{2ACACE8D-9AA7-295E-E063-4804A8C0B0EB},501500,2024-12-16 00:00,SM1 1QY,S,N,F,11,,STAYTON ROAD,,SUTTON,SUTTON,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3793864,{2ACACE8D-9AA8-295E-E063-4804A8C0B0EB},325000,2024-10-21 00:00,SM1 4PP,T,N,F,33,,LIND ROAD,,SUTTON,SUTTON,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3793865,{2ACACE8D-9AA9-295E-E063-4804A8C0B0EB},703000,2024-12-05 00:00,KT4 8JG,S,N,F,81,,WASHINGTON ROAD,,WORCESTER PARK,SUTTON,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3793866,{2ACACE8D-9AAB-295E-E063-4804A8C0B0EB},476000,2024-12-05 00:00,CR5 3AN,S,N,F,7,,WOODLANDS GROVE,,COULSDON,CROYDON,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3793867,{2ACACE8D-9AAC-295E-E063-4804A8C0B0EB},60001,2024-07-29 00:00,SM1 2ES,O,N,F,SUTTON TRINITY LAWN TENNIS CLUB,,GANDER GREEN LANE,,SUTTON,SUTTON,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3793868,{2ACACE8D-9AAE-295E-E063-4804A8C0B0EB},240000,2024-09-26 00:00,CR2 7DY,F,N,L,"CAMBRIAN COURT, 15",FLAT 3,SOUTH PARK HILL ROAD,,SOUTH CROYDON,CROYDON,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3793869,{2ACACE8D-9AB0-295E-E063-4804A8C0B0EB},357000,2024-11-08 00:00,CR0 5UD,F,N,L,8,,COTELANDS,,CROYDON,CROYDON,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3793870,{2ACACE8D-9AB1-295E-E063-4804A8C0B0EB},730000,2024-11-08 00:00,BR2 7EJ,T,N,F,40,,STATION APPROACH,HAYES,BROMLEY,BROMLEY,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3793871,{2ACACE8D-9AB2-295E-E063-4804A8C0B0EB},425000,2024-11-05 00:00,SM5 3BH,S,N,F,32,,CARSHALTON PLACE,,CARSHALTON,SUTTON,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3793872,{2ACACE8D-9AB3-295E-E063-4804A8C0B0EB},225000,2024-12-06 00:00,CR5 2RB,F,N,L,27A,,CHIPSTEAD VALLEY ROAD,,COULSDON,CROYDON,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3793873,{2ACACE8D-9AB4-295E-E063-4804A8C0B0EB},415000,2024-11-14 00:00,BR7 6TU,S,N,F,7,,JAY GARDENS,,CHISLEHURST,BROMLEY,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3793874,{2ACACE8D-9AB5-295E-E063-4804A8C0B0EB},400000,2024-11-05 00:00,SE20 7UX,T,N,F,78,,ELMERS END ROAD,,LONDON,BROMLEY,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3793875,{2ACACE8D-9AB7-295E-E063-4804A8C0B0EB},210000,2024-11-27 00:00,CR0 1BH,F,N,L,THANET HOUSE,24,COOMBE ROAD,,CROYDON,CROYDON,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3793876,{2ACACE8D-9ABA-295E-E063-4804A8C0B0EB},620000,2024-08-15 00:00,SW20 0PN,O,N,F,18A,,OAKWOOD ROAD,,LONDON,MERTON,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3793877,{2ACACE8D-9ABB-295E-E063-4804A8C0B0EB},375000,2024-07-17 00:00,BR3 5EH,O,N,L,BECKENHAM COURT,FLAT 30,THE AVENUE,,BECKENHAM,BROMLEY,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3793878,{2ACACE8D-9ABC-295E-E063-4804A8C0B0EB},200000,2024-10-30 00:00,SE19 1RX,F,N,L,46C,,WESTOW HILL,,LONDON,CROYDON,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3793879,{2ACACE8D-9ABD-295E-E063-4804A8C0B0EB},300000,2024-11-18 00:00,SE18 1NX,T,N,F,47,,SPERANZA STREET,,LONDON,GREENWICH,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3793880,{2ACACE8D-9ABE-295E-E063-4804A8C0B0EB},475000,2024-07-29 00:00,DA7 4RS,S,N,F,132,,PICKFORD LANE,,BEXLEYHEATH,BEXLEY,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3793881,{2ACACE8D-9ABF-295E-E063-4804A8C0B0EB},292000,2024-06-14 00:00,CR0 0HQ,S,N,F,25,,ROWDOWN CRESCENT,NEW ADDINGTON,CROYDON,CROYDON,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3793882,{2ACACE8D-9AC0-295E-E063-4804A8C0B0EB},650000,2024-10-31 00:00,SM5 4PH,S,N,F,50,,KENNY DRIVE,,CARSHALTON,SUTTON,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3793883,{2ACACE8D-9AC1-295E-E063-4804A8C0B0EB},360000,2024-11-29 00:00,CR0 5NL,F,N,L,10,,LEYBURN GARDENS,,CROYDON,CROYDON,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
