Region,House_Type,Year,Price,Growth
Newham,D,2000,148300.8696,22.71150835
Newham,D,2001,182161.7241,22.83253947
Newham,D,2002,207627.0968,13.97954085
Newham,D,2003,272499.9412,31.24488345
Newham,D,2004,276309.375,1.397957668
Newham,D,2005,252769.7222,-8.519310204
Newham,D,2006,254152.3077,0.54697432
Newham,D,2007,319164.5455,25.58003048
Newham,D,2008,354722.2222,11.1408605
Newham,D,2009,347500,-2.036021926
Newham,D,2010,271999,-21.72690647
Newham,D,2011,302166.6667,11.0910947
Newham,D,2012,315388.8889,4.375804376
Newham,D,2013,319562.4375,1.32330236
Newham,D,2014,456592.1053,42.8804051
Newham,D,2015,438765.625,-3.904246275
Newham,D,2016,541625,23.44289733
Newham,D,2017,595300,9.909993076
Newham,D,2018,565083.3333,-5.075872109
Newham,D,2019,720909.0909,27.57571289
Newham,D,2020,711500,-1.30517024
Newham,D,2021,607600.6111,-14.60286562
Newham,D,2022,877486.75,44.41834553
Newham,D,2023,777444.4444,-11.40100469
Newham,D,2024,733250,-5.684579105
Newham,F,1995,35476.7475,
Newham,F,1996,36741.80631,3.565881575
Newham,F,1997,42565.53022,15.85040175
Newham,F,1998,51439.71317,20.84828477
Newham,F,1999,64092.64653,24.59759704
Newham,F,2000,86445.61688,34.87602955
Newham,F,2001,111958.0635,29.51271274
Newham,F,2002,136928.1703,22.30308924
Newham,F,2003,165918.7331,21.17209539
Newham,F,2004,174616.0581,5.241918643
Newham,F,2005,195805.7535,12.13502106
Newham,F,2006,198492.314,1.372053907
Newham,F,2007,211966.3632,6.788196931
Newham,F,2008,242469.6303,14.39061681
Newham,F,2009,202077.5437,-16.65861678
Newham,F,2010,205631.1025,1.758512459
Newham,F,2011,198925.4416,-3.261014926
Newham,F,2012,201455.702,1.271964208
Newham,F,2013,214367.9721,6.409483553
Newham,F,2014,240234.2174,12.06628259
Newham,F,2015,281583.8644,17.21222207
Newham,F,2016,340220.001,20.82368491
Newham,F,2017,380995.2783,11.98497358
Newham,F,2018,421615.4368,10.66159106
Newham,F,2019,447271.9466,6.085287108
Newham,F,2020,428682.4114,-4.156204158
Newham,F,2021,410976.2722,-4.130362868
Newham,F,2022,410577.2786,-0.097084349
Newham,F,2023,409468.1352,-0.270142423
Newham,F,2024,398534.1514,-2.670289296
Newham,O,2006,1432,
Newham,O,2009,90000,6184.916201
Newham,O,2010,3000,-96.66666667
Newham,O,2011,45000,1400
Newham,O,2012,57093,26.87333333
Newham,O,2013,5652475,9800.46941
Newham,O,2014,1732358.932,-69.35220533
Newham,O,2015,2567443.426,48.2050503
Newham,O,2016,1936285.949,-24.58311138
Newham,O,2017,3850596.335,98.86506622
Newham,O,2018,1767886.292,-54.08798695
Newham,O,2019,4208626.599,138.0598016
Newham,O,2020,4956418.921,17.76808431
Newham,O,2021,3830829.722,-22.70972686
Newham,O,2022,3365406.838,-12.1494015
Newham,O,2023,2074051.222,-38.37145635
Newham,O,2024,834030.2679,-59.78738331
Newham,S,1995,65011.90244,
Newham,S,1996,67860.62264,4.381844086
Newham,S,1997,76758.09607,13.11139374
Newham,S,1998,80223.84409,4.515156307
Newham,S,1999,99247.57021,23.71330662
Newham,S,2000,121221.3077,22.1403279
Newham,S,2001,140646.8238,16.0248363
Newham,S,2002,170611.0769,21.30460703
Newham,S,2003,202881.8966,18.91484434
Newham,S,2004,235364.7059,16.01069878
Newham,S,2005,223804.0426,-4.911808372
Newham,S,2006,243904.093,8.981093568
Newham,S,2007,286662.6055,17.53087123
Newham,S,2008,288776.7679,0.737508943
Newham,S,2009,243240,-15.7688474
Newham,S,2010,263321.7708,8.2559492
Newham,S,2011,249518.5185,-5.241971551
Newham,S,2012,266536.0638,6.820153234
Newham,S,2013,271451.4063,1.844156603
Newham,S,2014,305835.7463,12.6668491
Newham,S,2015,386166.8382,26.26608987
Newham,S,2016,432795.082,12.07463695
Newham,S,2017,500415.8966,15.62421049
Newham,S,2018,487391.4394,-2.602726502
Newham,S,2019,481504.5106,-1.207844102
Newham,S,2020,499453.1667,3.727619499
Newham,S,2021,495483.6143,-0.7947797
Newham,S,2022,515046.875,3.948316382
Newham,S,2023,560060.7931,8.739771133
Newham,S,2024,497520.4082,-11.16671363
Newham,T,1995,50292.07642,
Newham,T,1996,52158.93143,3.712026117
Newham,T,1997,60425.09584,15.84803252
Newham,T,1998,69161.39451,14.45806341
Newham,T,1999,78296.57956,13.20850326
Newham,T,2000,101818.169,30.04165644
Newham,T,2001,118551.7922,16.43481061
Newham,T,2002,149487.5809,26.0947457
Newham,T,2003,183558.6394,22.79189902
Newham,T,2004,200089.7444,9.005898629
Newham,T,2005,207101.7136,3.504412048
Newham,T,2006,219139.1907,5.812350331
Newham,T,2007,243237.3604,10.9967412
Newham,T,2008,240917.0514,-0.953927856
Newham,T,2009,206937.07,-14.1044319
Newham,T,2010,226407.6196,9.408923035
Newham,T,2011,223681.2983,-1.204164992
Newham,T,2012,231851.0259,3.65239637
Newham,T,2013,246458.3293,6.300297067
Newham,T,2014,291614.8501,18.32217273
Newham,T,2015,341431.281,17.08295406
Newham,T,2016,406187.3542,18.96606339
Newham,T,2017,449670.9057,10.70529426
Newham,T,2018,436774.0805,-2.868058626
Newham,T,2019,420163.8505,-3.802933992
Newham,T,2020,422018.5253,0.44141702
Newham,T,2021,458979.1379,8.758054541
Newham,T,2022,488226.9263,6.372356825
Newham,T,2023,476255.7701,-2.451965585
Newham,T,2024,476017.3652,-0.050058175
Powys,O,2021,500,
Redbridge,D,1995,165804.401,
Redbridge,D,1996,190512.2984,14.90183444
Redbridge,D,1997,187562.7706,-1.548208578
Redbridge,D,1998,220609.2013,17.61886461
Redbridge,D,1999,243570.9585,10.4083407
Redbridge,D,2000,325874.5833,33.79040969
Redbridge,D,2001,336182.0591,3.163019231
Redbridge,D,2002,399891.8582,18.95098128
Redbridge,D,2003,442957.4641,10.76931302
Redbridge,D,2004,469481.1397,5.987860625
Redbridge,D,2005,482399.9342,2.751717472
Redbridge,D,2006,533388.6239,10.56979615
Redbridge,D,2007,587480.2972,10.14113741
Redbridge,D,2008,642761.828,9.40993784
Redbridge,D,2009,545653.35,-15.10800327
Redbridge,D,2010,599524.1884,9.872722014
Redbridge,D,2011,614865.379,2.558894357
Redbridge,D,2012,629330.9397,2.352638661
Redbridge,D,2013,664681.4318,5.617154654
Redbridge,D,2014,681695.8302,2.559782409
Redbridge,D,2015,714305.8508,4.783661451
Redbridge,D,2016,789734.5036,10.5597137
Redbridge,D,2017,790367,0.080089752
Redbridge,D,2018,906431.1789,14.68484626
Redbridge,D,2019,814243.6441,-10.17038435
Redbridge,D,2020,828117.5785,1.703904543
Redbridge,D,2021,983325.3012,18.74223259
Redbridge,D,2022,1019595.219,3.688496343
Redbridge,D,2023,1086017.515,6.514575092
Redbridge,D,2024,973113.8154,-10.39612144
Redbridge,F,1995,48619.55217,
Redbridge,F,1996,50930.1049,4.752311834
Redbridge,F,1997,55357.25392,8.69259748
Redbridge,F,1998,60825.79893,9.878642143
Redbridge,F,1999,69233.83739,13.82314513
Redbridge,F,2000,84473.24655,22.01150439
Redbridge,F,2001,102996.184,21.92757855
Redbridge,F,2002,128378.0603,24.64351126
Redbridge,F,2003,146690.0864,14.26413988
Redbridge,F,2004,173544.2632,18.30674283
Redbridge,F,2005,178576.0348,2.899416862
Redbridge,F,2006,183242.9039,2.613379263
Redbridge,F,2007,198580.6205,8.370155833
Redbridge,F,2008,208036.7906,4.761879591
Redbridge,F,2009,178851.8348,-14.02874737
Redbridge,F,2010,198254.4083,10.8484062
Redbridge,F,2011,201498.749,1.636453228
Redbridge,F,2012,205331.1681,1.901956758
Redbridge,F,2013,202832.9826,-1.216661605
Redbridge,F,2014,226419.3773,11.62848097
Redbridge,F,2015,241998.5677,6.880678902
Redbridge,F,2016,283693.3169,17.22933721
Redbridge,F,2017,297223.3388,4.769242377
Redbridge,F,2018,309718.721,4.204038035
Redbridge,F,2019,264884.1278,-14.47590675
Redbridge,F,2020,293284.9899,10.72199468
Redbridge,F,2021,298779.2484,1.873351433
Redbridge,F,2022,308417.7503,3.225960929
Redbridge,F,2023,304859.0922,-1.153843473
Redbridge,F,2024,313667.3289,2.889281309
Redbridge,O,2008,5000,
Redbridge,O,2011,20000,300
Redbridge,O,2012,100000,400
Redbridge,O,2013,648642.8571,548.6428571
Redbridge,O,2014,1586159.625,144.5351255
Redbridge,O,2015,1177925.603,-25.73725968
Redbridge,O,2016,1525602.785,29.51605608
Redbridge,O,2017,1726814.848,13.1890204
Redbridge,O,2018,725184.0055,-58.00453034
Redbridge,O,2019,845072.4,16.53213441
Redbridge,O,2020,1104419.39,30.68932197
Redbridge,O,2021,813700.732,-26.32321203
Redbridge,O,2022,813974.9417,0.033699078
Redbridge,O,2023,971006.6484,19.29195836
Redbridge,O,2024,1171116.654,20.60851033
Redbridge,S,1995,96152.3623,
Redbridge,S,1996,103770.5665,7.923054646
Redbridge,S,1997,115081.2147,10.89966892
Redbridge,S,1998,134070.2848,16.50058189
Redbridge,S,1999,145714.4286,8.68510411
Redbridge,S,2000,174390.2992,19.67949977
Redbridge,S,2001,197571.3164,13.29260703
Redbridge,S,2002,237693.6873,20.30779147
Redbridge,S,2003,270804.19,13.92990411
Redbridge,S,2004,290458.9886,7.257937378
Redbridge,S,2005,300725.9574,3.534739597
Redbridge,S,2006,314515.001,4.585252195
Redbridge,S,2007,353135.0732,12.27924647
Redbridge,S,2008,366634.0646,3.82261419
Redbridge,S,2009,331487.9336,-9.586160792
Redbridge,S,2010,370731.9724,11.83875332
Redbridge,S,2011,356986.7909,-3.707579184
Redbridge,S,2012,378254.3243,5.95751268
Redbridge,S,2013,394646.1481,4.333545665
Redbridge,S,2014,437678.3073,10.90398561
Redbridge,S,2015,497273.0371,13.61610314
Redbridge,S,2016,533446.9313,7.274453166
Redbridge,S,2017,585696.1801,9.794647926
Redbridge,S,2018,592788.5329,1.21092694
Redbridge,S,2019,589313.6493,-0.58619278
Redbridge,S,2020,575450.0189,-2.352504544
Redbridge,S,2021,642688.6797,11.68453533
Redbridge,S,2022,682648.1225,6.217542655
Redbridge,S,2023,690450.4279,1.142946877
Redbridge,S,2024,693521.1333,0.444739446
Redbridge,T,1995,72644.97527,
Redbridge,T,1996,75505.71998,3.937980167
Redbridge,T,1997,85678.61373,13.47301071
Redbridge,T,1998,96152.76732,12.22493354
Redbridge,T,1999,110934.3443,15.37301251
Redbridge,T,2000,135757.4257,22.37637188
Redbridge,T,2001,157590.7863,16.08262715
Redbridge,T,2002,186322.3554,18.23175696
Redbridge,T,2003,221180.5387,18.70853512
Redbridge,T,2004,240163.6574,8.582635138
Redbridge,T,2005,248262.7071,3.372304484
Redbridge,T,2006,262024.7246,5.54332852
Redbridge,T,2007,289308.9335,10.41283756
Redbridge,T,2008,290189.8062,0.304474773
Redbridge,T,2009,263783.6878,-9.099602336
Redbridge,T,2010,288842.0147,9.499574089
Redbridge,T,2011,288943.4366,0.035113274
Redbridge,T,2012,296026.5971,2.451400398
Redbridge,T,2013,315836.8434,6.692049458
Redbridge,T,2014,353080.7584,11.79213753
Redbridge,T,2015,404926.5312,14.68382844
Redbridge,T,2016,448275.1046,10.70529346
Redbridge,T,2017,473345.5742,5.592652655
Redbridge,T,2018,484217.2276,2.296768786
Redbridge,T,2019,486153.7511,0.399928669
Redbridge,T,2020,500725.1081,2.997273382
Redbridge,T,2021,523004.2797,4.449381759
Redbridge,T,2022,566790.8268,8.372120231
Redbridge,T,2023,553885.7104,-2.276874604
Redbridge,T,2024,561100.5594,1.302588035
Reigate And Banstead,D,1995,175000,
Reigate And Banstead,D,2000,170000,-2.857142857
Reigate And Banstead,D,2005,439000,158.2352941
Reigate And Banstead,D,2008,450000,2.505694761
Reigate And Banstead,D,2014,522500,16.11111111
Reigate And Banstead,D,2017,585000,11.96172249
Reigate And Banstead,D,2023,730000,24.78632479
Reigate And Banstead,D,2024,1425000,95.20547945
Reigate And Banstead,O,2016,472500,
Reigate And Banstead,O,2018,1395000,195.2380952
Reigate And Banstead,O,2021,1398750,0.268817204
Reigate And Banstead,O,2022,3692510.5,163.9864522
Reigate And Banstead,S,2021,680000,
Rhondda Cynon Taff,T,2004,45950,
Richmond Upon Thames,D,1995,286848.7186,
Richmond Upon Thames,D,1996,291258.0657,1.537168135
Richmond Upon Thames,D,1997,372562.0816,27.91476889
Richmond Upon Thames,D,1998,419737.7808,12.66250687
Richmond Upon Thames,D,1999,497526.8078,18.53276748
Richmond Upon Thames,D,2000,590631.7027,18.71354336
Richmond Upon Thames,D,2001,678685.316,14.90837909
Richmond Upon Thames,D,2002,671278.0653,-1.091411661
Richmond Upon Thames,D,2003,763438.106,13.72904098
Richmond Upon Thames,D,2004,875434.8423,14.67004796
Richmond Upon Thames,D,2005,872998.0664,-0.27835034
Richmond Upon Thames,D,2006,942048.2162,7.909542123
Richmond Upon Thames,D,2007,1185247.277,25.8159887
Richmond Upon Thames,D,2008,1326697.865,11.93426814
Richmond Upon Thames,D,2009,1047024.994,-21.08037396
Richmond Upon Thames,D,2010,1221607.533,16.67415197
Richmond Upon Thames,D,2011,1183671.498,-3.105419219
Richmond Upon Thames,D,2012,1267310.374,7.066054813
Richmond Upon Thames,D,2013,1435281.621,13.25415223
Richmond Upon Thames,D,2014,1535319.174,6.969890214
Richmond Upon Thames,D,2015,1632253.242,6.313610208
Richmond Upon Thames,D,2016,1681582.202,3.02213889
Richmond Upon Thames,D,2017,1422737.967,-15.39289809
Richmond Upon Thames,D,2018,1595108.696,12.11542338
Richmond Upon Thames,D,2019,1623363.632,1.771348624
Richmond Upon Thames,D,2020,1716598.601,5.743320077
Richmond Upon Thames,D,2021,2101501.945,22.42244308
Richmond Upon Thames,D,2022,2065779.704,-1.699843338
Richmond Upon Thames,D,2023,2022095,-2.114683591
Richmond Upon Thames,D,2024,1861733.476,-7.930464404
Richmond Upon Thames,F,1995,87086.60986,
Richmond Upon Thames,F,1996,100905.168,15.86760373
Richmond Upon Thames,F,1997,111470.6019,10.47065681
Richmond Upon Thames,F,1998,152207.9594,36.54538226
Richmond Upon Thames,F,1999,165084.4869,8.459825334
Richmond Upon Thames,F,2000,192618.4423,16.6787055
Richmond Upon Thames,F,2001,189113.0017,-1.81988838
Richmond Upon Thames,F,2002,227162.6717,20.12007093
Richmond Upon Thames,F,2003,241098.231,6.134616757
Richmond Upon Thames,F,2004,262483.8664,8.870092187
Richmond Upon Thames,F,2005,258178.9075,-1.640085154
Richmond Upon Thames,F,2006,279096.2429,8.101876187
Richmond Upon Thames,F,2007,320141.4514,14.70647116
Richmond Upon Thames,F,2008,326683.1949,2.043391598
Richmond Upon Thames,F,2009,301964.0502,-7.566702271
Richmond Upon Thames,F,2010,322623.2332,6.841603513
Richmond Upon Thames,F,2011,339398.5877,5.199673396
Richmond Upon Thames,F,2012,352708.5959,3.921645157
Richmond Upon Thames,F,2013,376548.5458,6.759106569
Richmond Upon Thames,F,2014,443469.0037,17.77206649
Richmond Upon Thames,F,2015,456609.6441,2.963147439
Richmond Upon Thames,F,2016,502290.4951,10.00435526
Richmond Upon Thames,F,2017,567145.3892,12.91182985
Richmond Upon Thames,F,2018,489339.7857,-13.7188109
Richmond Upon Thames,F,2019,518576.278,5.974681229
Richmond Upon Thames,F,2020,510786.6209,-1.502123688
Richmond Upon Thames,F,2021,507495.3026,-0.644362678
Richmond Upon Thames,F,2022,531067.6068,4.644832011
Richmond Upon Thames,F,2023,541667.6213,1.995982113
Richmond Upon Thames,F,2024,520916.5678,-3.830956967
Richmond Upon Thames,O,2008,17500,
Richmond Upon Thames,O,2010,16150,-7.714285714
Richmond Upon Thames,O,2011,73206100,453188.5449
Richmond Upon Thames,O,2013,3088500,-95.78108928
Richmond Upon Thames,O,2014,2960223.597,-4.153356103
Richmond Upon Thames,O,2015,3043901.315,2.826736412
Richmond Upon Thames,O,2016,1763073.548,-42.07849187
Richmond Upon Thames,O,2017,1463539.551,-16.98930806
Richmond Upon Thames,O,2018,1736455.701,18.64767846
Richmond Upon Thames,O,2019,1458587.025,-16.0020596
Richmond Upon Thames,O,2020,1505060.589,3.186204408
Richmond Upon Thames,O,2021,1803896.513,19.85540822
Richmond Upon Thames,O,2022,1490556.626,-17.37016979
Richmond Upon Thames,O,2023,2544210.891,70.68864392
Richmond Upon Thames,O,2024,1402493.578,-44.87510517
Richmond Upon Thames,S,1995,177873.3124,
Richmond Upon Thames,S,1996,188279.8396,5.850527574
Richmond Upon Thames,S,1997,227733.265,20.95467336
Richmond Upon Thames,S,1998,242521.3333,6.493591676
Richmond Upon Thames,S,1999,296824.9908,22.39129099
Richmond Upon Thames,S,2000,358958.2529,20.93262495
Richmond Upon Thames,S,2001,390734.682,8.852402441
Richmond Upon Thames,S,2002,423919.8495,8.493018174
Richmond Upon Thames,S,2003,443146.7814,4.535511111
Richmond Upon Thames,S,2004,497272.0797,12.21385341
Richmond Upon Thames,S,2005,514210.3614,3.406240236
Richmond Upon Thames,S,2006,576775.1942,12.1671669
Richmond Upon Thames,S,2007,702708.083,21.83396409
Richmond Upon Thames,S,2008,640922.5133,-8.792494532
Richmond Upon Thames,S,2009,691773.6537,7.934054333
Richmond Upon Thames,S,2010,748307.5571,8.172312303
Richmond Upon Thames,S,2011,787009.2914,5.171902104
Richmond Upon Thames,S,2012,788787.0647,0.225889748
Richmond Upon Thames,S,2013,881018.9972,11.69288095
Richmond Upon Thames,S,2014,1018059.095,15.55472672
Richmond Upon Thames,S,2015,1019548.079,0.146257163
Richmond Upon Thames,S,2016,1063543.071,4.315146361
Richmond Upon Thames,S,2017,1066629.804,0.290231106
Richmond Upon Thames,S,2018,1026421.761,-3.769634302
Richmond Upon Thames,S,2019,1039300.292,1.254701752
Richmond Upon Thames,S,2020,1126969.467,8.435403662
Richmond Upon Thames,S,2021,1210591.981,7.420122365
Richmond Upon Thames,S,2022,1329157.906,9.794045119
Richmond Upon Thames,S,2023,1276059.226,-3.994911282
Richmond Upon Thames,S,2024,1178939.966,-7.610874057
Richmond Upon Thames,T,1995,138273.3271,
Richmond Upon Thames,T,1996,149501.7811,8.120477172
Richmond Upon Thames,T,1997,175928.7465,17.67668936
Richmond Upon Thames,T,1998,200390.5092,13.90435798
Richmond Upon Thames,T,1999,232979.1893,16.26258661
Richmond Upon Thames,T,2000,291479.0454,25.10947706
Richmond Upon Thames,T,2001,306813.5998,5.26094571
Richmond Upon Thames,T,2002,338075.6543,10.18926623
Richmond Upon Thames,T,2003,366900.5683,8.526172677
Richmond Upon Thames,T,2004,385274.5123,5.007881025
Richmond Upon Thames,T,2005,392598.1827,1.900896693
Richmond Upon Thames,T,2006,450893.0293,14.84847591
Richmond Upon Thames,T,2007,518704.8069,15.03943801
Richmond Upon Thames,T,2008,515112.9533,-0.692465843
Richmond Upon Thames,T,2009,504219.1945,-2.114829138
Richmond Upon Thames,T,2010,573688.2149,13.77754381
Richmond Upon Thames,T,2011,582176.2047,1.479547516
Richmond Upon Thames,T,2012,648312.2246,11.36013795
Richmond Upon Thames,T,2013,676401.955,4.332747293
Richmond Upon Thames,T,2014,801895.3978,18.55308695
Richmond Upon Thames,T,2015,834142.1839,4.021320756
Richmond Upon Thames,T,2016,842200.2481,0.966030059
Richmond Upon Thames,T,2017,876402.4166,4.061049441
Richmond Upon Thames,T,2018,855193.5974,-2.41998639
Richmond Upon Thames,T,2019,872371.1982,2.008621312
Richmond Upon Thames,T,2020,935481.5282,7.234343602
Richmond Upon Thames,T,2021,913557.8768,-2.343568604
Richmond Upon Thames,T,2022,1037815.819,13.60154029
Richmond Upon Thames,T,2023,977391.954,-5.822214728
Richmond Upon Thames,T,2024,961703.8301,-1.605100578
Sevenoaks,D,1995,70000,
Sevenoaks,D,1997,165000,135.7142857
Sevenoaks,D,1998,265000,60.60606061
Sevenoaks,D,2011,815000,207.5471698
Sevenoaks,D,2019,520000,-36.19631902
Sevenoaks,D,2020,555000,6.730769231
Sevenoaks,D,2021,528750,-4.72972973
Sevenoaks,D,2022,646000,22.1749409
Sevenoaks,D,2023,587000,-9.133126935
Sevenoaks,O,2017,1433333.333,
South Bucks,D,2006,295000,
Southwark,D,1995,230573.4146,
Southwark,D,1996,218409.8413,-5.275358126
Southwark,D,1997,232029.0659,6.235627747
Southwark,D,1998,246830.3214,6.379052312
Southwark,D,1999,355865.989,44.17434088
Southwark,D,2000,406435.5663,14.21028669
Southwark,D,2001,586210.9444,44.23219647
Southwark,D,2002,640315.1786,9.22948209
Southwark,D,2003,650429.4167,1.579571816
Southwark,D,2004,610153.2609,-6.192240813
Southwark,D,2005,786440.4524,28.89228048
Southwark,D,2006,934529.7917,18.83033087
Southwark,D,2007,971966.0169,4.00588891
Southwark,D,2008,885588.2353,-8.886913755
Southwark,D,2009,891687.5,0.688724676
Southwark,D,2010,1269248.649,42.34231708
Southwark,D,2011,958715.9362,-24.46586906
Southwark,D,2012,1022838.235,6.688352275
Southwark,D,2013,1087613.75,6.332918781
Southwark,D,2014,1254942.473,15.38493999
Southwark,D,2015,1696394.186,35.17704779
Southwark,D,2016,1592262.821,-6.138394389
Southwark,D,2017,1544764.706,-2.983057446
Southwark,D,2018,1680736.306,8.802091293
Southwark,D,2019,1561978.079,-7.065845262
Southwark,D,2020,1846566.704,18.21975792
Southwark,D,2021,1919076.51,3.926736356
Southwark,D,2022,2055579.361,7.112944698
Southwark,D,2023,2062470.35,0.335233437
Southwark,D,2024,1671210,-18.9704715
Southwark,F,1995,73699.95162,
Southwark,F,1996,77123.94141,4.645850788
Southwark,F,1997,92771.83123,20.28927664
Southwark,F,1998,109310.5909,17.8273507
Southwark,F,1999,127247.2242,16.40887042
Southwark,F,2000,169484.4473,33.19304092
Southwark,F,2001,189319.7074,11.70329216
Southwark,F,2002,198399.6004,4.796063311
Southwark,F,2003,215042.9818,8.388817996
Southwark,F,2004,226971.1058,5.546855775
Southwark,F,2005,241227.4766,6.281139037
Southwark,F,2006,251777.0437,4.373285852
Southwark,F,2007,288164.474,14.45224306
Southwark,F,2008,296646.0428,2.943308294
Southwark,F,2009,283917.6352,-4.290772762
Southwark,F,2010,319299.1779,12.46190383
Southwark,F,2011,343216.8819,7.490687629
Southwark,F,2012,361489.4339,5.32390828
Southwark,F,2013,372652.0427,3.087948836
Southwark,F,2014,435446.4801,16.85068917
Southwark,F,2015,501137.194,15.08582958
Southwark,F,2016,589663.6405,17.66511199
Southwark,F,2017,578355.8873,-1.917661599
Southwark,F,2018,616392.4835,6.576676587
Southwark,F,2019,615724.2925,-0.108403503
Southwark,F,2020,513461.7893,-16.6084893
Southwark,F,2021,543868.3249,5.921869208
Southwark,F,2022,531903.1664,-2.200010179
Southwark,F,2023,578177.5067,8.699767791
Southwark,F,2024,503367.9479,-12.93885665
Southwark,O,2008,29000,
Southwark,O,2011,1600000,5417.241379
Southwark,O,2013,1936874.949,21.05468429
Southwark,O,2014,2957963.491,52.71835141
Southwark,O,2015,3284936.085,11.05397667
Southwark,O,2016,3474996.067,5.785804573
Southwark,O,2017,5013315.018,44.26822136
Southwark,O,2018,4747123.127,-5.309698083
Southwark,O,2019,4628097.513,-2.507320982
Southwark,O,2020,4757861.444,2.803828822
Southwark,O,2021,4216798.458,-11.37197863
Southwark,O,2022,3861331.341,-8.429786737
Southwark,O,2023,2132563.58,-44.77128761
Southwark,O,2024,1243275.4,-41.70042988
Southwark,S,1995,128482.6496,
Southwark,S,1996,117408.6502,-8.619062149
Southwark,S,1997,145978.4087,24.33360615
Southwark,S,1998,166568.7979,14.10509227
Southwark,S,1999,203173.528,21.97574246
Southwark,S,2000,266494.1748,31.16579582
Southwark,S,2001,316798.1938,18.87621707
Southwark,S,2002,318783.3323,0.62662558
Southwark,S,2003,384520.2065,20.62117669
Southwark,S,2004,400989.8363,4.283163675
Southwark,S,2005,440434.3212,9.836779219
Southwark,S,2006,464257.4366,5.409005215
Southwark,S,2007,586925.2405,26.42236705
Southwark,S,2008,574023.6869,-2.19815962
Southwark,S,2009,585114.1509,1.93205687
Southwark,S,2010,644379.0479,10.12877519
Southwark,S,2011,782858.9128,21.4904357
Southwark,S,2012,675036.1274,-13.7729524
Southwark,S,2013,866950.4891,28.43023565
Southwark,S,2014,1047388.766,20.81298513
Southwark,S,2015,1031366.906,-1.529695526
Southwark,S,2016,1163266.886,12.78885123
Southwark,S,2017,1126530.084,-3.158071639
Southwark,S,2018,1155389.926,2.561834985
Southwark,S,2019,1205168.722,4.308397954
Southwark,S,2020,1279162.77,6.139725228
Southwark,S,2021,1293637.973,1.131615413
Southwark,S,2022,1343755.394,3.874145799
Southwark,S,2023,1468310.907,9.269210224
Southwark,S,2024,1404265.806,-4.361821451
Southwark,T,1995,86253.89199,
Southwark,T,1996,88957.70126,3.134709867
Southwark,T,1997,108234.9581,21.67013827
Southwark,T,1998,132018.8793,21.97434321
Southwark,T,1999,156949.536,18.88416022
Southwark,T,2000,196844.7712,25.41914828
Southwark,T,2001,223232.6164,13.40540824
Southwark,T,2002,244251.6281,9.415743976
Southwark,T,2003,269798.0658,10.45906547
Southwark,T,2004,293979.0387,8.962619096
Southwark,T,2005,307683.5772,4.661740018
Southwark,T,2006,349195.4751,13.49174962
Southwark,T,2007,414943.521,18.82843581
Southwark,T,2008,395194.4721,-4.759454695
Southwark,T,2009,405694.033,2.656808654
Southwark,T,2010,460390.3338,13.4821556
Southwark,T,2011,459284.405,-0.240215469
Southwark,T,2012,516611.0748,12.48173661
Southwark,T,2013,589212.8429,14.05346725
Southwark,T,2014,693069.9647,17.62641853
Southwark,T,2015,721392.3621,4.086513463
Southwark,T,2016,791098.8212,9.662766439
Southwark,T,2017,835484.5561,5.610643549
Southwark,T,2018,897731.3862,7.45038668
Southwark,T,2019,830769.93,-7.458963476
Southwark,T,2020,896227.5209,7.879147825
Southwark,T,2021,936360.0981,4.477945199
Southwark,T,2022,942948.9555,0.70366704
Southwark,T,2023,948587.2588,0.597943642
Southwark,T,2024,953457.9957,0.51347273
Spelthorne,F,2021,400000,
Stevenage,S,2004,249000,
Stevenage,T,2005,175000,
Sutton,D,1995,158978.1265,
Sutton,D,1996,175047.5025,10.10791627
Sutton,D,1997,209520.7682,19.69366327
Sutton,D,1998,233124.9233,11.26578304
Sutton,D,1999,245674.079,5.38301762
Sutton,D,2000,314297.8046,27.93283112
Sutton,D,2001,352260.2541,12.07849655
Sutton,D,2002,376171.2568,6.787879817
Sutton,D,2003,390015.8491,3.680396101
Sutton,D,2004,450513.381,15.5115573
Sutton,D,2005,465847.9187,3.403791857
Sutton,D,2006,497748.4152,6.847834922
Sutton,D,2007,547680.9143,10.03167415
Sutton,D,2008,571729.9941,4.391075016
Sutton,D,2009,499791.4322,-12.58261114
Sutton,D,2010,536988.7023,7.44255859
Sutton,D,2011,549661.3537,2.359947487
Sutton,D,2012,541354,-1.511358522
Sutton,D,2013,562082.2533,3.828964658
Sutton,D,2014,630752.2984,12.21708115
Sutton,D,2015,678392.8896,7.552979411
Sutton,D,2016,794263.7579,17.08020089
Sutton,D,2017,747896.2724,-5.837794448
Sutton,D,2018,766709.7479,2.515519355
Sutton,D,2019,750214.924,-2.151377879
Sutton,D,2020,819400.8644,9.222149313
Sutton,D,2021,899296.4395,9.750487044
Sutton,D,2022,949546.0294,5.587655825
Sutton,D,2023,951855.3259,0.243200057
Sutton,D,2024,916315.4667,-3.733745902
Sutton,F,1995,49819.64366,
Sutton,F,1996,48859.55488,-1.927128954
Sutton,F,1997,55286.06472,13.15302576
Sutton,F,1998,63510.16165,14.87553324
Sutton,F,1999,72609.93323,14.32805608
Sutton,F,2000,90537.71668,24.69053841
Sutton,F,2001,102224.5571,12.90825619
Sutton,F,2002,124081.8692,21.38166478
Sutton,F,2003,144666.6644,16.58968815
