Unnamed: 0,X.5BBE9CB3.6332.4EB0.9CD3.8737CEA4A65A.,X42000,Date,NE4.9DN,S,N,F,X8,Unnamed..8,MATFEN.PLACE,FENHAM,NEWCASTLE.UPON.TYNE,NEWCASTLE.UPON.TYNE.1,TYNE.AND.WEAR,A,A.1,Quarter,Education.Growth.Rate,Bank.Growth.Rate,GDP.Growth.Rate
3792843,{1A0C5C63-9C74-7CBE-E063-4804A8C06C96},475000,2024-03-01 00:00,SE2 0LR,T,N,F,68,,CRUMPSALL STREET,,LONDON,GREENWICH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792844,{1A0C5C63-9C75-7CBE-E063-4804A8C06C96},995000,2024-05-10 00:00,KT3 6JE,S,N,F,295,,WEST BARNES LANE,,NEW MALDEN,MERTON,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792845,{1A0C5C63-9C76-7CBE-E063-4804A8C06C96},390000,2024-01-04 00:00,TW12 3YU,T,N,F,6,,EMBLETON WALK,,HAMPTON,RICHMOND UPON THAMES,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792846,{1A0C5C63-9C77-7CBE-E063-4804A8C06C96},830000,2024-05-01 00:00,SE26 4AB,T,N,F,22,,DE FRENE ROAD,,LONDON,LEWISHAM,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792847,{1A0C5C63-9C78-7CBE-E063-4804A8C06C96},595000,2024-04-08 00:00,DA14 6AY,S,N,F,8,,TYRON WAY,,SIDCUP,BEXLEY,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792848,{1A0C5C63-9C79-7CBE-E063-4804A8C06C96},135000,2024-05-23 00:00,SW15 6EW,F,N,L,10A,FLAT 2,CAMBALT ROAD,,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792849,{1A0C5C63-9C7A-7CBE-E063-4804A8C06C96},780000,2024-05-07 00:00,BR4 9NQ,S,N,F,2,,BOLEYN GARDENS,,WEST WICKHAM,BROMLEY,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792850,{1A0C5C63-9C7B-7CBE-E063-4804A8C06C96},445000,2024-01-04 00:00,SM6 9DS,T,N,F,6,,COBHAM CLOSE,,WALLINGTON,SUTTON,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792851,{1A0C5C63-9C7D-7CBE-E063-4804A8C06C96},1058159,2024-01-04 00:00,SW4 9PJ,T,N,F,33,,BRIARWOOD ROAD,,LONDON,LAMBETH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792852,{1A0C5C63-9C7E-7CBE-E063-4804A8C06C96},425000,2024-03-01 00:00,SM4 5LR,T,N,F,78,,BORDESLEY ROAD,,MORDEN,MERTON,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792853,{1A0C5C63-9C7F-7CBE-E063-4804A8C06C96},360000,2024-04-08 00:00,KT6 4QW,F,N,L,"ST. JAMES COURT, 18",FLAT 9,ST JAMES ROAD,,SURBITON,KINGSTON UPON THAMES,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792854,{1C3E72FE-B033-F410-E063-4804A8C0DFA6},430000,2024-01-12 00:00,SE17 1PY,F,N,L,9,FLAT 3,JOHN MAURICE CLOSE,,LONDON,SOUTHWARK,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792855,{1C3E72FE-B034-F410-E063-4804A8C0DFA6},538750,2024-01-26 00:00,SE16 3EX,F,N,L,BOLANACHI BUILDING,FLAT 100,ENID STREET,,LONDON,SOUTHWARK,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792856,{1C3E72FE-B036-F410-E063-4804A8C0DFA6},417500,2024-05-31 00:00,SE14 5JN,F,N,L,300,TOP FLOOR FLAT,QUEENS ROAD,,LONDON,LEWISHAM,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792857,{2ACACE8D-9F75-295E-E063-4804A8C0B0EB},655000,2024-12-16 00:00,SW8 2HL,T,N,F,63,,HARTINGTON ROAD,,LONDON,LAMBETH,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3792858,{12A8BAB6-F01D-2125-E063-4804A8C08CC1},350000,2024-02-01 00:00,E15 4LH,F,N,L,"CANDLELIGHT COURT, 124",FLAT 11,ROMFORD ROAD,MANOR PARK,LONDON,NEWHAM,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3792859,{1A0C5C63-9C80-7CBE-E063-4804A8C06C96},250000,2024-01-12 00:00,SE2 9XL,T,N,F,191,,HARROW MANORWAY,,LONDON,GREENWICH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792860,{1A0C5C63-9C81-7CBE-E063-4804A8C06C96},610000,2024-01-12 00:00,SE22 0HH,T,N,F,3,,CORNFLOWER TERRACE,,LONDON,SOUTHWARK,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792861,{1A0C5C63-9C82-7CBE-E063-4804A8C06C96},725000,2024-01-15 00:00,CR0 5JQ,T,N,F,6,,SELBORNE ROAD,,CROYDON,CROYDON,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792862,{1A0C5C63-9C83-7CBE-E063-4804A8C06C96},1090000,2024-04-26 00:00,SW13 9JF,T,N,F,76,,LILLIAN ROAD,,LONDON,RICHMOND UPON THAMES,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792863,{1C3E72FE-B037-F410-E063-4804A8C0DFA6},475000,2024-02-29 00:00,IG11 9ES,T,N,F,68,,WOODBRIDGE ROAD,,BARKING,BARKING AND DAGENHAM,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792864,{1C3E72FE-B038-F410-E063-4804A8C0DFA6},403000,2024-01-22 00:00,SE22 8AL,F,N,L,MELBREAK HOUSE,FLAT 51,EAST DULWICH ESTATE,,LONDON,SOUTHWARK,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792865,{1C3E72FE-B03A-F410-E063-4804A8C0DFA6},137500,2024-05-28 00:00,SW11 8NG,F,N,L,"BURNELLI BUILDING, 352",13,QUEENSTOWN ROAD,,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792866,{1C3E72FE-B03C-F410-E063-4804A8C0DFA6},425000,2024-01-30 00:00,SW18 2BP,F,N,L,12C,,TREPORT STREET,,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792867,{1C3E72FE-B03D-F410-E063-4804A8C0DFA6},455000,2024-01-19 00:00,SE1 5TX,F,N,L,4,,WORDSWORTH ROAD,,LONDON,SOUTHWARK,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792868,{1C3E72FE-B03E-F410-E063-4804A8C0DFA6},101250,2024-05-30 00:00,SE5 8FB,F,N,L,"MARY DATCHELOR HOUSE, 2D",APARTMENT 11,CAMBERWELL GROVE,CAMBERWELL,LONDON,SOUTHWARK,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792869,{1C3E72FE-B040-F410-E063-4804A8C0DFA6},483500,2024-02-16 00:00,SW4 6JG,F,N,L,47,TOP FLOOR FLAT,UNION ROAD,,LONDON,LAMBETH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792870,{1C3E72FE-B041-F410-E063-4804A8C0DFA6},310000,2024-01-25 00:00,SE6 4DF,T,N,L,37,,BURFORD ROAD,,LONDON,LEWISHAM,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792871,{1C3E72FE-B043-F410-E063-4804A8C0DFA6},755000,2024-02-08 00:00,SE21 7AR,F,N,L,37,,POND MEAD,,LONDON,SOUTHWARK,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792872,{1C3E72FE-B044-F410-E063-4804A8C0DFA6},785000,2024-05-02 00:00,SW4 0AZ,T,N,L,47,,VENN STREET,,LONDON,LAMBETH,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792873,{1C3E72FE-B045-F410-E063-4804A8C0DFA6},1695000,2024-05-30 00:00,SW12 8HF,T,N,F,186,,BOUNDARIES ROAD,BALHAM,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792874,{1C3E72FE-B046-F410-E063-4804A8C0DFA6},532560,2024-06-03 00:00,SW12 0HL,F,N,L,39C,,FIELDHOUSE ROAD,,LONDON,LAMBETH,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792875,{1C3E72FE-B047-F410-E063-4804A8C0DFA6},1050000,2024-02-13 00:00,SW15 2DR,F,N,L,19,FLAT GROUND FLOOR A,DISRAELI ROAD,,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792876,{1C3E72FE-B048-F410-E063-4804A8C0DFA6},700000,2024-06-14 00:00,SW11 5PX,F,N,L,89,,TAYBRIDGE ROAD,,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792877,{1C3E72FE-B049-F410-E063-4804A8C0DFA6},300000,2024-02-02 00:00,E16 1GQ,F,N,L,30,FLAT 4,BARKING ROAD,CANNING TOWN,LONDON,NEWHAM,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792878,{1C3E72FE-B04A-F410-E063-4804A8C0DFA6},818000,2024-05-30 00:00,SW11 1PQ,F,N,L,16C,,BEAUCHAMP ROAD,,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792879,{1C3E72FE-B04B-F410-E063-4804A8C0DFA6},285000,2024-06-11 00:00,SE10 0FD,F,N,L,"SIR WALTER RALEIGH COURT, 48",FLAT 7,BANNING STREET,,LONDON,GREENWICH,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792880,{1C3E72FE-B04C-F410-E063-4804A8C0DFA6},200000,2024-02-02 00:00,SW2 1AJ,F,N,L,65,FLAT B,DALBERG ROAD,,LONDON,LAMBETH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792881,{1C3E72FE-B04E-F410-E063-4804A8C0DFA6},350000,2024-06-03 00:00,SW9 7SP,F,N,L,HOPTON HOUSE,FLAT 23,LOUGHBOROUGH ESTATE,,LONDON,LAMBETH,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792882,{1C3E72FE-B04F-F410-E063-4804A8C0DFA6},530000,2024-05-24 00:00,SE27 0SH,F,N,L,43,FLAT 1,THORNLAW ROAD,,LONDON,LAMBETH,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792883,{1C3E72FE-B050-F410-E063-4804A8C0DFA6},535000,2024-01-29 00:00,SE1 3FJ,F,N,L,1,FLAT 323,HAVEN WAY,,LONDON,SOUTHWARK,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792884,{1C3E72FE-B051-F410-E063-4804A8C0DFA6},345000,2024-05-24 00:00,SE18 6FF,F,N,L,WAREHOUSE COURT,FLAT 232,MAJOR DRAPER STREET,,LONDON,GREENWICH,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792885,{1C3E72FE-B052-F410-E063-4804A8C0DFA6},565000,2024-05-24 00:00,TW9 3EA,F,N,L,GLOUCESTER COURT,64,KEW ROAD,,RICHMOND,RICHMOND UPON THAMES,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792886,{1C3E72FE-B054-F410-E063-4804A8C0DFA6},465000,2024-05-10 00:00,SW16 1LN,F,N,L,WOODFIELD COURT,FLAT 5,WOODFIELD AVENUE,,LONDON,LAMBETH,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792887,{1C3E72FE-B055-F410-E063-4804A8C0DFA6},1200000,2024-02-28 00:00,SW15 5FG,T,N,F,9,,GILLIS SQUARE,,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792888,{1C3E72FE-B056-F410-E063-4804A8C0DFA6},725000,2024-05-16 00:00,SW18 1FS,F,N,L,SPINNAKER HOUSE,FLAT 89,JUNIPER DRIVE,,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792889,{1C3E72FE-B057-F410-E063-4804A8C0DFA6},260000,2024-06-14 00:00,SE13 7FL,F,N,L,"HESTER HOUSE, 72 - 78",FLAT L05,CONINGTON ROAD,,LONDON,LEWISHAM,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792890,{1C3E72FE-B058-F410-E063-4804A8C0DFA6},460000,2024-02-22 00:00,SE9 6BS,F,N,L,JOHNSON COURT,41,MEADOWSIDE,,LONDON,GREENWICH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792891,{1C3E72FE-B059-F410-E063-4804A8C0DFA6},450000,2024-04-19 00:00,SE9 6BS,F,N,L,"JOHNSON COURT, 39",44,MEADOWSIDE,,LONDON,GREENWICH,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792892,{1C3E72FE-B05A-F410-E063-4804A8C0DFA6},655000,2024-05-01 00:00,SE4 1LT,F,N,L,51C,,WICKHAM ROAD,BROCKLEY,LONDON,LEWISHAM,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792893,{1C3E72FE-B05B-F410-E063-4804A8C0DFA6},1600000,2024-05-13 00:00,SW11 4EZ,F,N,L,OVERSTRAND MANSIONS,FLAT 29,PRINCE OF WALES DRIVE,,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792894,{1C3E72FE-B05C-F410-E063-4804A8C0DFA6},324500,2024-02-21 00:00,E16 2FJ,F,N,L,"HERON PLACE, 4",FLAT 29,BRAMWELL WAY,,LONDON,NEWHAM,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792895,{2ACACE8D-9F76-295E-E063-4804A8C0B0EB},530000,2024-11-25 00:00,SW19 2UD,T,N,F,178,,BRANGWYN CRESCENT,,LONDON,MERTON,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3792896,{2ACACE8D-9F77-295E-E063-4804A8C0B0EB},470000,2024-08-28 00:00,SW19 6AZ,O,N,L,32,,SELHURST CLOSE,,LONDON,WANDSWORTH,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3792897,{2ACACE8D-9F78-295E-E063-4804A8C0B0EB},310000,2024-12-17 00:00,SE1 4HQ,F,N,L,"TOWERGATE, 112",FLAT 19,PAGES WALK,,LONDON,SOUTHWARK,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3792898,{2ACACE8D-9F79-295E-E063-4804A8C0B0EB},497500,2024-11-29 00:00,SE1 2NB,F,N,L,"WHITSTERS HOUSE, 61",FLAT 2,GAINSFORD STREET,,LONDON,SOUTHWARK,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3792899,{2ACACE8D-9F7A-295E-E063-4804A8C0B0EB},450000,2024-11-22 00:00,SE7 8DR,T,N,F,32,,ERWOOD ROAD,,LONDON,GREENWICH,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3792900,{2ACACE8D-9F7B-295E-E063-4804A8C0B0EB},640000,2024-12-18 00:00,SE21 8HP,F,N,L,120,FLAT C,THURLOW PARK ROAD,,LONDON,LAMBETH,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3792901,{2ACACE8D-9F7C-295E-E063-4804A8C0B0EB},1120000,2024-07-16 00:00,TW1 2DY,O,N,F,400,,RICHMOND ROAD,,TWICKENHAM,RICHMOND UPON THAMES,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3792902,{2ACACE8D-9F7D-295E-E063-4804A8C0B0EB},400000,2024-10-29 00:00,SE22 8JX,F,N,L,SUNDERLAND COURT,FLAT 4,LORDSHIP LANE,,LONDON,SOUTHWARK,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3792903,{2ACACE8D-1263-295E-E063-4804A8C0B0EB},1960000,2024-08-16 00:00,W2 4BZ,T,N,F,11,,QUEENS MEWS,,LONDON,CITY OF WESTMINSTER,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3792904,{2ACACE8D-130F-295E-E063-4804A8C0B0EB},5700000,2024-05-15 00:00,N1 2PJ,S,N,F,26,,NORTHAMPTON PARK,,LONDON,ISLINGTON,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792905,{1A0C5C63-9C84-7CBE-E063-4804A8C06C96},478545,2024-04-11 00:00,TW12 3YY,T,N,F,51,,MORLAND CLOSE,,HAMPTON,RICHMOND UPON THAMES,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792906,{1A0C5C63-9C85-7CBE-E063-4804A8C06C96},865000,2024-03-28 00:00,SW19 8HF,T,N,F,51,,KINGSLEY ROAD,,LONDON,MERTON,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792907,{1A0C5C63-9C86-7CBE-E063-4804A8C06C96},430000,2024-03-07 00:00,BR3 4PJ,T,N,F,9,,GRESHAM ROAD,,BECKENHAM,BROMLEY,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792908,{1A0C5C63-9C87-7CBE-E063-4804A8C06C96},471000,2024-05-14 00:00,SM5 1DT,T,N,F,165,,PETERBOROUGH ROAD,,CARSHALTON,SUTTON,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792909,{1A0C5C63-9C88-7CBE-E063-4804A8C06C96},460000,2024-03-08 00:00,BR2 9PY,S,N,F,4,,ALBERT ROAD,,BROMLEY,BROMLEY,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792910,{1A0C5C63-9C8B-7CBE-E063-4804A8C06C96},620000,2024-04-15 00:00,SE18 2QU,T,N,F,2A,,TUAM ROAD,,LONDON,GREENWICH,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792911,{1A0C5C63-9C8C-7CBE-E063-4804A8C06C96},930000,2024-05-17 00:00,SE24 0PS,T,N,F,185,,MAYALL ROAD,,LONDON,LAMBETH,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792912,{1A0C5C63-9C8D-7CBE-E063-4804A8C06C96},325000,2024-03-08 00:00,CR0 6BA,T,N,F,106,,CHERRY ORCHARD ROAD,,CROYDON,CROYDON,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792913,{1A0C5C63-9C8E-7CBE-E063-4804A8C06C96},700000,2024-04-30 00:00,BR6 7RS,S,N,F,HIGHBURY,,CHELSFIELD LANE,,ORPINGTON,BROMLEY,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792914,{1A0C5C63-9C8F-7CBE-E063-4804A8C06C96},540000,2024-02-23 00:00,BR3 3ET,S,N,F,10,,AVIEMORE CLOSE,,BECKENHAM,BROMLEY,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792915,{1A0C5C63-9C90-7CBE-E063-4804A8C06C96},650000,2024-04-26 00:00,SE7 7QF,T,N,F,141,,TROUGHTON ROAD,,LONDON,GREENWICH,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792916,{1A0C5C63-9C91-7CBE-E063-4804A8C06C96},1180000,2024-05-13 00:00,TW1 2BG,T,N,F,12,,ARLINGTON ROAD,,TWICKENHAM,RICHMOND UPON THAMES,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792917,{1A0C5C63-9C92-7CBE-E063-4804A8C06C96},485000,2024-03-22 00:00,SM6 8NP,T,N,F,43,,GODALMING AVENUE,,WALLINGTON,SUTTON,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792918,{1A0C5C63-9C94-7CBE-E063-4804A8C06C96},345000,2024-04-03 00:00,SM1 4RJ,T,N,L,16,,OSBORNE PLACE,,SUTTON,SUTTON,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792919,{1A0C5C63-9C95-7CBE-E063-4804A8C06C96},547000,2024-01-26 00:00,SE6 4TR,T,N,F,125,,BRADGATE ROAD,,LONDON,LEWISHAM,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792920,{1A0C5C63-9C97-7CBE-E063-4804A8C06C96},1775555,2024-01-26 00:00,SE22 8UW,S,N,F,72,,DOVERCOURT ROAD,,LONDON,SOUTHWARK,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792921,{1A0C5C63-9C99-7CBE-E063-4804A8C06C96},450000,2024-01-25 00:00,CR0 7AJ,T,N,F,432,,LOWER ADDISCOMBE ROAD,,CROYDON,CROYDON,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792922,{1A0C5C63-9C9A-7CBE-E063-4804A8C06C96},425250,2024-01-30 00:00,CR0 9LQ,S,N,F,54,,BOWENS WOOD,,CROYDON,CROYDON,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792923,{1A0C5C63-9C9B-7CBE-E063-4804A8C06C96},525000,2024-04-19 00:00,CR8 1BP,S,N,F,31,,CLIFF END,,PURLEY,CROYDON,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792924,{1A0C5C63-9C9C-7CBE-E063-4804A8C06C96},420000,2024-05-17 00:00,SE9 2DL,T,N,F,1,,GAITSKELL ROAD,,LONDON,GREENWICH,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792925,{1A0C5C63-9C9E-7CBE-E063-4804A8C06C96},730000,2024-05-07 00:00,SM4 4JW,T,N,F,64,,GLENTHORPE ROAD,,MORDEN,MERTON,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792926,{1A0C5C63-9C9F-7CBE-E063-4804A8C06C96},350000,2024-01-31 00:00,DA8 3HS,S,N,F,134,,BIRLING ROAD,,ERITH,BEXLEY,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792927,{1A0C5C63-9CA1-7CBE-E063-4804A8C06C96},550000,2024-01-19 00:00,BR1 4LL,T,N,F,65,,BRANGBOURNE ROAD,,BROMLEY,LEWISHAM,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792928,{1A0C5C63-9CA2-7CBE-E063-4804A8C06C96},280000,2024-04-18 00:00,CR2 0QY,F,N,L,4,,WISLEY COURT,,SOUTH CROYDON,CROYDON,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792929,{1A0C5C63-9CA5-7CBE-E063-4804A8C06C96},360000,2024-02-23 00:00,CR0 0AG,T,N,F,409,,KING HENRYS DRIVE,NEW ADDINGTON,CROYDON,CROYDON,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792930,{1A0C5C63-9CA6-7CBE-E063-4804A8C06C96},750000,2024-01-31 00:00,TW10 7YT,D,N,F,3,,LOCKSMEADE ROAD,,RICHMOND,RICHMOND UPON THAMES,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792931,{1A0C5C63-9CA7-7CBE-E063-4804A8C06C96},420000,2024-01-12 00:00,TW12 3XP,S,N,F,15,,GALE CLOSE,,HAMPTON,RICHMOND UPON THAMES,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792932,{1A0C5C63-9CA8-7CBE-E063-4804A8C06C96},464000,2024-02-02 00:00,SW17 8LL,T,N,F,108,,COWICK ROAD,,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792933,{1A0C5C63-9CAA-7CBE-E063-4804A8C06C96},475000,2024-05-01 00:00,BR1 5HE,D,N,F,89,,POWSTER ROAD,,BROMLEY,BROMLEY,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792934,{1A0C5C63-9CAC-7CBE-E063-4804A8C06C96},550000,2024-01-12 00:00,SE6 4DQ,T,N,F,3,,TUGELA STREET,,LONDON,LEWISHAM,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792935,{1A0C5C63-9CAD-7CBE-E063-4804A8C06C96},500000,2024-01-30 00:00,CR8 5BY,S,N,F,97,,VALLEY ROAD,,KENLEY,CROYDON,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792936,{1A0C5C63-9CAE-7CBE-E063-4804A8C06C96},470000,2024-04-19 00:00,DA7 5AR,S,N,F,10,,LONG LANE,,BEXLEYHEATH,BEXLEY,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792937,{1A0C5C63-9CAF-7CBE-E063-4804A8C06C96},807000,2024-01-10 00:00,SE6 2LT,S,N,F,51,,ARRAN ROAD,,LONDON,LEWISHAM,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792938,{1C3E72FE-B05D-F410-E063-4804A8C0DFA6},445000,2024-02-09 00:00,SW17 0GN,F,N,L,FITZGERALD HOUSE,52,ST GEORGES GROVE,,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792939,{1C3E72FE-B05E-F410-E063-4804A8C0DFA6},350000,2024-06-07 00:00,SE27 9RB,F,N,L,206,FLAT 2,GIPSY ROAD,,LONDON,LAMBETH,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792940,{1C3E72FE-B05F-F410-E063-4804A8C0DFA6},622500,2024-05-29 00:00,SE21 8DE,F,N,L,40A,,TRITTON ROAD,,LONDON,LAMBETH,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792941,{1C3E72FE-B060-F410-E063-4804A8C0DFA6},860000,2024-02-29 00:00,SE21 7DH,F,N,L,1D,GROUND FLOOR FLAT,COURT LANE,,LONDON,SOUTHWARK,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792942,{1C3E72FE-B063-F410-E063-4804A8C0DFA6},370000,2024-01-19 00:00,SE23 3HN,F,N,L,55,FLAT 1,DARTMOUTH ROAD,,LONDON,LEWISHAM,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792943,{1C3E72FE-B065-F410-E063-4804A8C0DFA6},635000,2024-06-10 00:00,TW11 0EF,F,N,L,NEEDHAM COURT,22,BLAGROVE ROAD,,TEDDINGTON,RICHMOND UPON THAMES,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792944,{1C3E72FE-B066-F410-E063-4804A8C0DFA6},518000,2024-02-02 00:00,SW18 1NY,S,N,L,76,,CROMFORD ROAD,,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792945,{1C3E72FE-B067-F410-E063-4804A8C0DFA6},1157625,2024-01-31 00:00,SW11 4QA,F,N,L,"GROUND FLOOR FLAT, 61",,ALBERT BRIDGE ROAD,BATTERSEA,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3792946,{1C3E72FE-B068-F410-E063-4804A8C0DFA6},350000,2024-06-17 00:00,SE6 2TW,F,N,L,56D,,BROMLEY ROAD,CATFORD,LONDON,LEWISHAM,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792947,{1C3E72FE-B069-F410-E063-4804A8C0DFA6},94500,2024-04-19 00:00,SE9 6DB,F,N,L,"THE CORONET APARTMENTS, 6",FLAT 17,ODEON PARADE,,LONDON,GREENWICH,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3792948,{1C3E72FE-B06B-F410-E063-4804A8C0DFA6},625000,2024-06-14 00:00,SW18 4QX,F,N,L,3A,,STRATHVILLE ROAD,,LONDON,WANDSWORTH,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
